Team,Median of age,Mean of age,Std of age,Median of games,Mean of games,Std of games,Median of games_starts,Mean of games_starts,Std of games_starts,Median of minutes,Mean of minutes,Std of minutes,Median of assists,Mean of assists,Std of assists,Median of non-Penalty Goals,Mean of non-Penalty Goals,Std of non-Penalty Goals,Median of Penalty Goals,Mean of Penalty Goals,Std of Penalty Goals,Median of cards_yellow,Mean of cards_yellow,Std of cards_yellow,Median of cards_red,Mean of cards_red,Std of cards_red,Median of xg,Mean of xg,Std of xg,Median of npxg,Mean of npxg,Std of npxg,Median of xg_assist,Mean of xg_assist,Std of xg_assist,Median of progressive_carries,Mean of progressive_carries,Std of progressive_carries,Median of progressive_passes,Mean of progressive_passes,Std of progressive_passes,Median of progressive_passes_received,Mean of progressive_passes_received,Std of progressive_passes_received,Median of goals_per90,Mean of goals_per90,Std of goals_per90,Median of assists_per90,Mean of assists_per90,Std of assists_per90,Median of goals_assists_per90,Mean of goals_assists_per90,Std of goals_assists_per90,Median of goals_pens_per90,Mean of goals_pens_per90,Std of goals_pens_per90,Median of goals_assists_pens_per90,Mean of goals_assists_pens_per90,Std of goals_assists_pens_per90,Median of xg_per90,Mean of xg_per90,Std of xg_per90,Median of xg_assist_per90,Mean of xg_assist_per90,Std of xg_assist_per90,Median of xg_xg_assist_per90,Mean of xg_xg_assist_per90,Std of xg_xg_assist_per90,Median of npxg_per90,Mean of npxg_per90,Std of npxg_per90,Median of npxg_xg_assist_per90,Mean of npxg_xg_assist_per90,Std of npxg_xg_assist_per90,Median of gk_goals_against,Mean of gk_goals_against,Std of gk_goals_against,Median of gk_goals_against_per90,Mean of gk_goals_against_per90,Std of gk_goals_against_per90,Median of gk_shots_on_target_against,Mean of gk_shots_on_target_against,Std of gk_shots_on_target_against,Median of gk_saves,Mean of gk_saves,Std of gk_saves,Median of gk_save_pct,Mean of gk_save_pct,Std of gk_save_pct,Median of gk_wins,Mean of gk_wins,Std of gk_wins,Median of gk_ties,Mean of gk_ties,Std of gk_ties,Median of gk_losses,Mean of gk_losses,Std of gk_losses,Median of gk_clean_sheets,Mean of gk_clean_sheets,Std of gk_clean_sheets,Median of gk_clean_sheets_pct,Mean of gk_clean_sheets_pct,Std of gk_clean_sheets_pct,Median of gk_pens_att,Mean of gk_pens_att,Std of gk_pens_att,Median of gk_pens_allowed,Mean of gk_pens_allowed,Std of gk_pens_allowed,Median of gk_pens_saved,Mean of gk_pens_saved,Std of gk_pens_saved,Median of gk_pens_missed,Mean of gk_pens_missed,Std of gk_pens_missed,Median of gk_pens_save_pct,Mean of gk_pens_save_pct,Std of gk_pens_save_pct,Median of shots,Mean of shots,Std of shots,Median of shots_on_target,Mean of shots_on_target,Std of shots_on_target,Median of shots_on_target_pct,Mean of shots_on_target_pct,Std of shots_on_target_pct,Median of shots_per90,Mean of shots_per90,Std of shots_per90,Median of shots_on_target_per90,Mean of shots_on_target_per90,Std of shots_on_target_per90,Median of goals_per_shot,Mean of goals_per_shot,Std of goals_per_shot,Median of goals_per_shot_on_target,Mean of goals_per_shot_on_target,Std of goals_per_shot_on_target,Median of average_shot_distance,Mean of average_shot_distance,Std of average_shot_distance,Median of shots_free_kicks,Mean of shots_free_kicks,Std of shots_free_kicks,Median of npxg_per_shot,Mean of npxg_per_shot,Std of npxg_per_shot,Median of xg_net,Mean of xg_net,Std of xg_net,Median of npxg_net,Mean of npxg_net,Std of npxg_net,Median of passes_completed,Mean of passes_completed,Std of passes_completed,Median of passes,Mean of passes,Std of passes,Median of passes_pct,Mean of passes_pct,Std of passes_pct,Median of passes_total_distance,Mean of passes_total_distance,Std of passes_total_distance,Median of passes_progressive_distance,Mean of passes_progressive_distance,Std of passes_progressive_distance,Median of passes_completed_short,Mean of passes_completed_short,Std of passes_completed_short,Median of passes_short,Mean of passes_short,Std of passes_short,Median of passes_pct_short,Mean of passes_pct_short,Std of passes_pct_short,Median of passes_completed_medium,Mean of passes_completed_medium,Std of passes_completed_medium,Median of passes_medium,Mean of passes_medium,Std of passes_medium,Median of passes_pct_medium,Mean of passes_pct_medium,Std of passes_pct_medium,Median of passes_completed_long,Mean of passes_completed_long,Std of passes_completed_long,Median of passes_long,Mean of passes_long,Std of passes_long,Median of passes_pct_long,Mean of passes_pct_long,Std of passes_pct_long,Median of pass_xa,Mean of pass_xa,Std of pass_xa,Median of xg_assist_net,Mean of xg_assist_net,Std of xg_assist_net,Median of assisted_shots,Mean of assisted_shots,Std of assisted_shots,Median of passes_into_final_third,Mean of passes_into_final_third,Std of passes_into_final_third,Median of passes_into_penalty_area,Mean of passes_into_penalty_area,Std of passes_into_penalty_area,Median of crosses_into_penalty_area,Mean of crosses_into_penalty_area,Std of crosses_into_penalty_area,Median of passes_live,Mean of passes_live,Std of passes_live,Median of passes_dead,Mean of passes_dead,Std of passes_dead,Median of passes_free_kicks,Mean of passes_free_kicks,Std of passes_free_kicks,Median of through_balls,Mean of through_balls,Std of through_balls,Median of passes_switches,Mean of passes_switches,Std of passes_switches,Median of crosses,Mean of crosses,Std of crosses,Median of throw_ins,Mean of throw_ins,Std of throw_ins,Median of corner_kicks,Mean of corner_kicks,Std of corner_kicks,Median of corner_kicks_in,Mean of corner_kicks_in,Std of corner_kicks_in,Median of corner_kicks_out,Mean of corner_kicks_out,Std of corner_kicks_out,Median of corner_kicks_straight,Mean of corner_kicks_straight,Std of corner_kicks_straight,Median of passes_offsides,Mean of passes_offsides,Std of passes_offsides,Median of passes_blocked,Mean of passes_blocked,Std of passes_blocked,Median of sca,Mean of sca,Std of sca,Median of sca_per90,Mean of sca_per90,Std of sca_per90,Median of sca_passes_live,Mean of sca_passes_live,Std of sca_passes_live,Median of sca_passes_dead,Mean of sca_passes_dead,Std of sca_passes_dead,Median of sca_take_ons,Mean of sca_take_ons,Std of sca_take_ons,Median of sca_shots,Mean of sca_shots,Std of sca_shots,Median of sca_fouled,Mean of sca_fouled,Std of sca_fouled,Median of sca_defense,Mean of sca_defense,Std of sca_defense,Median of gca,Mean of gca,Std of gca,Median of gca_per90,Mean of gca_per90,Std of gca_per90,Median of gca_passes_live,Mean of gca_passes_live,Std of gca_passes_live,Median of gca_passes_dead,Mean of gca_passes_dead,Std of gca_passes_dead,Median of gca_take_ons,Mean of gca_take_ons,Std of gca_take_ons,Median of gca_shots,Mean of gca_shots,Std of gca_shots,Median of gca_fouled,Mean of gca_fouled,Std of gca_fouled,Median of gca_defense,Mean of gca_defense,Std of gca_defense,Median of tackles,Mean of tackles,Std of tackles,Median of tackles_won,Mean of tackles_won,Std of tackles_won,Median of tackles_def_3rd,Mean of tackles_def_3rd,Std of tackles_def_3rd,Median of tackles_mid_3rd,Mean of tackles_mid_3rd,Std of tackles_mid_3rd,Median of tackles_att_3rd,Mean of tackles_att_3rd,Std of tackles_att_3rd,Median of challenge_tackles,Mean of challenge_tackles,Std of challenge_tackles,Median of challenges,Mean of challenges,Std of challenges,Median of challenge_tackles_pct,Mean of challenge_tackles_pct,Std of challenge_tackles_pct,Median of challenges_lost,Mean of challenges_lost,Std of challenges_lost,Median of blocks,Mean of blocks,Std of blocks,Median of blocked_shots,Mean of blocked_shots,Std of blocked_shots,Median of blocked_passes,Mean of blocked_passes,Std of blocked_passes,Median of interceptions,Mean of interceptions,Std of interceptions,Median of tackles_interceptions,Mean of tackles_interceptions,Std of tackles_interceptions,Median of clearances,Mean of clearances,Std of clearances,Median of errors,Mean of errors,Std of errors,Median of touches,Mean of touches,Std of touches,Median of touches_def_pen_area,Mean of touches_def_pen_area,Std of touches_def_pen_area,Median of touches_def_3rd,Mean of touches_def_3rd,Std of touches_def_3rd,Median of touches_mid_3rd,Mean of touches_mid_3rd,Std of touches_mid_3rd,Median of touches_att_3rd,Mean of touches_att_3rd,Std of touches_att_3rd,Median of touches_att_pen_area,Mean of touches_att_pen_area,Std of touches_att_pen_area,Median of touches_live_ball,Mean of touches_live_ball,Std of touches_live_ball,Median of take_ons,Mean of take_ons,Std of take_ons,Median of take_ons_won,Mean of take_ons_won,Std of take_ons_won,Median of take_ons_won_pct,Mean of take_ons_won_pct,Std of take_ons_won_pct,Median of take_ons_tackled,Mean of take_ons_tackled,Std of take_ons_tackled,Median of take_ons_tackled_pct,Mean of take_ons_tackled_pct,Std of take_ons_tackled_pct,Median of carries,Mean of carries,Std of carries,Median of carries_distance,Mean of carries_distance,Std of carries_distance,Median of carries_progressive_distance,Mean of carries_progressive_distance,Std of carries_progressive_distance,Median of carries_into_final_third,Mean of carries_into_final_third,Std of carries_into_final_third,Median of carries_into_penalty_area,Mean of carries_into_penalty_area,Std of carries_into_penalty_area,Median of miscontrols,Mean of miscontrols,Std of miscontrols,Median of dispossessed,Mean of dispossessed,Std of dispossessed,Median of passes_received,Mean of passes_received,Std of passes_received,Median of minutes_per_game,Mean of minutes_per_game,Std of minutes_per_game,Median of minutes_pct,Mean of minutes_pct,Std of minutes_pct,Median of minutes_per_start,Mean of minutes_per_start,Std of minutes_per_start,Median of games_complete,Mean of games_complete,Std of games_complete,Median of games_subs,Mean of games_subs,Std of games_subs,Median of minutes_per_sub,Mean of minutes_per_sub,Std of minutes_per_sub,Median of unused_subs,Mean of unused_subs,Std of unused_subs,Median of points_per_game,Mean of points_per_game,Std of points_per_game,Median of on_goals_for,Mean of on_goals_for,Std of on_goals_for,Median of on_goals_against,Mean of on_goals_against,Std of on_goals_against,Median of plus_minus,Mean of plus_minus,Std of plus_minus,Median of plus_minus_per90,Mean of plus_minus_per90,Std of plus_minus_per90,Median of plus_minus_wowy,Mean of plus_minus_wowy,Std of plus_minus_wowy,Median of on_xg_for,Mean of on_xg_for,Std of on_xg_for,Median of on_xg_against,Mean of on_xg_against,Std of on_xg_against,Median of xg_plus_minus,Mean of xg_plus_minus,Std of xg_plus_minus,Median of xg_plus_minus_per90,Mean of xg_plus_minus_per90,Std of xg_plus_minus_per90,Median of xg_plus_minus_wowy,Mean of xg_plus_minus_wowy,Std of xg_plus_minus_wowy,Median of cards_yellow_red,Mean of cards_yellow_red,Std of cards_yellow_red,Median of fouls,Mean of fouls,Std of fouls,Median of fouled,Mean of fouled,Std of fouled,Median of offsides,Mean of offsides,Std of offsides,Median of pens_won,Mean of pens_won,Std of pens_won,Median of pens_conceded,Mean of pens_conceded,Std of pens_conceded,Median of own_goals,Mean of own_goals,Std of own_goals,Median of ball_recoveries,Mean of ball_recoveries,Std of ball_recoveries,Median of aerials_won,Mean of aerials_won,Std of aerials_won,Median of aerials_lost,Mean of aerials_lost,Std of aerials_lost,Median of aerials_won_pct,Mean of aerials_won_pct,Std of aerials_won_pct
all,25.0,25.49898580121704,4.127355078609053,23.0,22.657200811359026,10.136975196396461,16.0,16.941176470588236,11.167178800079329,1419.0,1518.369168356998,949.2410584329765,1.0,1.7363083164300204,2.473321094819899,1.0,2.22920892494929,3.3523136627191548,0.0,0.1947261663286004,0.8425984394403214,3.0,3.3204868154158214,2.842535183000222,0.0,0.11764705882352941,0.3408993085853566,1.1,2.436105476673428,3.571390759400564,1.1,2.2638945233265724,3.1127254293638167,1.0,1.7545638945233266,2.193422461818703,17.0,28.851926977687626,32.30420039482681,44.0,59.33265720081136,57.58096887040903,30.0,58.65314401622718,71.19981741016905,0.07,0.13833671399594322,0.19253146773460703,0.05,0.0996551724137931,0.13771539949751757,0.15,0.2379107505070994,0.26520642394725447,0.07,0.1299797160243408,0.18093198087000875,0.15,0.22947261663286006,0.25253214751614284,0.08,0.14898580121703855,0.17755849202633964,0.07,0.10456389452332658,0.10638203166524234,0.17,0.2536713995943205,0.24002563703998744,0.08,0.14127789046653144,0.16532116396298874,0.17,0.2461663286004057,0.22747935831065724,28.0,33.54054054054054,22.296729449498734,1.64,1.711081081081081,0.624120642645776,80.0,98.43243243243244,65.49238316210712,56.0,65.97297297297297,44.93543917325938,67.7,66.88378378378378,8.464977308938332,6.0,8.054054054054054,6.624642321354858,4.0,4.4324324324324325,3.0417515106024444,6.0,8.027027027027026,6.5255331263110286,3.0,4.243243243243243,3.875889900722481,20.0,20.145945945945947,14.571215815103773,2.0,2.891891891891892,2.632951278021003,2.0,2.5945945945945947,2.565361783663482,0.0,0.21621621621621623,0.4793012932694108,0.0,0.08108108108108109,0.2767247306920301,0.0,9.720689655172412,21.93689617500852,12.0,20.981744421906694,23.096423706013834,4.0,7.178498985801217,9.088799961174573,32.5,31.465759637188214,18.612658996849525,1.04,1.302758620689655,1.100358818302457,0.29,0.44713995943204865,0.47128493129857657,0.08,0.09380952380952381,0.11078439338725386,0.27,0.2950253807106599,0.2569989739991643,16.3,16.521541950113377,4.757655398377804,0.0,0.5740365111561866,1.8126406126240646,0.09,0.10156462585034015,0.07037271566070168,-0.1,-0.012170385395537548,1.3844864752600883,-0.1,-0.03468559837728197,1.3617576490892744,494.0,634.8782961460446,549.8324591414608,627.0,786.393509127789,634.0482042586641,78.7,78.23569979716024,8.287743384888321,7596.0,10789.133874239351,9776.107503555066,2329.0,3816.693711967546,4159.294326470339,244.0,305.17444219066937,263.72665002012326,276.0,341.44016227180526,283.27079708518215,88.6,88.0314401622718,6.849414353560288,174.0,259.0770791075051,254.61765960616512,212.0,298.8580121703854,275.0010127876839,84.5,82.77931034482758,10.292031506536459,32.0,54.15415821501014,63.75713389026945,60.0,104.23326572008114,132.39444464343464,53.25,54.46741803278688,15.08527655295385,0.9,1.5531440162271806,1.888523117839849,-0.1,-0.0182555780933063,1.1317621519972363,9.0,15.955375253549695,18.48032453255112,29.0,47.29006085192698,50.34925826183157,8.0,13.72210953346856,16.16926026924685,1.0,2.864097363083164,4.382127069019992,567.0,713.7565922920893,584.24025572073,38.0,69.70588235294117,87.24104949712672,8.0,18.906693711967545,27.440464302183585,1.0,2.685598377281947,4.541199778003297,2.0,4.073022312373225,5.939630438798456,10.0,26.6105476673428,42.32268667298634,5.0,27.223123732251523,54.772616748764314,0.0,8.32657200811359,23.06302878111027,0.0,4.064908722109534,11.76306771358281,0.0,2.436105476673428,8.82061947321678,0.0,0.20081135902636918,0.9295506339134634,2.0,2.9310344827586206,3.1175008141208713,12.0,14.728194726166329,13.268764753202378,25.0,37.33265720081136,37.65351893581975,2.11,2.2375253549695744,1.470977898374488,19.0,27.344827586206897,26.96344180033797,0.0,3.109533468559838,7.647477557553742,1.0,2.1683569979716024,3.421900523008607,1.0,2.4259634888438133,2.95031611484702,1.0,1.5578093306288032,2.2620959568601067,0.0,0.7261663286004056,1.1262142989126511,3.0,4.182555780933063,4.962372641710331,0.19,0.24835699797160243,0.26737495811756173,2.0,2.943204868154158,3.540247607523784,0.0,0.2616632860040568,0.8004640880838718,0.0,0.3022312373225152,0.7380037147643541,0.0,0.3306288032454361,0.722894342085407,0.0,0.26369168356997974,0.6371303824649746,0.0,0.08113590263691683,0.2947872455022771,21.0,27.11156186612576,23.82707280745741,13.0,15.922920892494929,14.230325956101638,9.0,13.148073022312373,13.150488465793423,7.0,10.123732251521298,9.578245627150032,2.0,3.839756592292089,4.012262902548741,9.0,12.596348884381339,12.102935327961934,21.0,25.68559837728195,22.789700807676525,48.1,47.429894736842115,20.265821838726968,10.0,13.089249492900608,12.200399252289618,16.0,18.766734279918865,15.33568653130881,3.0,5.979716024340771,7.950277026446481,11.0,12.787018255578094,10.820095437569918,9.0,12.75050709939148,12.701250848491705,30.0,39.86206896551724,34.85377762036517,18.0,31.525354969574035,36.09762432397903,0.0,0.665314401622718,1.0967217190333602,809.0,959.9513184584179,715.6476781568616,37.0,107.02839756592292,200.98363604076533,176.0,315.1926977687627,348.03982663221,315.0,410.13995943204867,369.20905171390103,172.0,243.5496957403651,239.4545208294029,23.0,40.2393509127789,47.39004725086923,809.0,959.7342799188641,715.534566484872,17.0,28.69371196754564,32.880565790779,8.0,13.089249492900608,15.448450406563422,46.3,47.25908096280088,19.2006124727561,7.0,12.551724137931034,14.897886235896998,42.9,41.75404814004376,18.98879603934892,455.0,549.3833671399594,435.37243318387095,2331.0,2903.2839756592293,2280.486718946523,1150.0,1492.9066937119676,1258.2390486196823,14.0,20.342799188640974,19.981346328305975,3.0,9.198782961460447,16.006510316104084,15.0,21.75659229208925,20.961190962712646,9.0,14.505070993914808,16.067770429978086,511.0,628.421906693712,508.08194685736805,68.0,62.72008113590264,21.45771845500394,41.5,44.39594320486815,27.75841599057322,82.0,80.07835051546392,9.001724201279071,8.0,10.766734279918865,10.232478027819967,4.0,5.716024340770791,5.2036266683411645,20.0,21.26829268292683,9.69012400283974,2.0,4.880324543610548,6.397398345070774,1.29,1.325578093306288,0.593055612775332,24.0,27.669371196754565,20.38546765902057,26.0,27.55578093306288,18.26396981889228,-2.0,0.11359026369168357,16.990052023901058,-0.2,-0.15507099391480733,1.0942585960507327,0.01,-0.05149897330595481,0.9749164844990134,23.3,26.140973630831642,18.230752871717296,24.7,26.04158215010142,17.037996607172516,-0.8,0.0981744421906692,13.030778788988663,-0.07,-0.06697768762677486,0.7687821600842125,0.0,0.05626283367556467,1.482255120933477,0.0,0.058823529411764705,0.2440100193158927,14.0,16.904665314401623,13.679588324477777,12.0,16.373225152129816,15.708428591202066,1.0,2.920892494929006,4.647736315710088,0.0,0.19066937119675456,0.5448895597571377,0.0,0.2150101419878296,0.4711362431961996,0.0,0.09939148073022312,0.3316925596918279,62.0,74.18052738336714,55.842238090945585,12.0,20.488843813387422,23.827171952500183,16.0,20.44421906693712,20.974709704878983,46.9,48.3388090349076,21.5369457901911
Bournemouth,24.5,25.03846153846154,3.5381437984431243,25.5,22.076923076923077,11.85216630636974,13.0,16.03846153846154,12.732574819668704,1317.5,1438.423076923077,1074.136831994022,1.0,1.5,1.5033296378372907,0.5,1.9230769230769231,3.7301268281180673,0.0,0.07692307692307693,0.39223227027636803,3.0,3.0,2.939387691339814,0.0,0.11538461538461539,0.32581259360842113,1.15,2.1884615384615382,3.908588177137819,1.15,2.0961538461538463,3.4864859981627085,1.1,1.573076923076923,1.6006392953586246,22.0,27.03846153846154,26.17705983372582,43.5,50.03846153846154,45.893337877500926,27.5,49.5,59.092639135513316,0.015,0.14423076923076922,0.21711145666542936,0.08,0.10576923076923077,0.1244884918993905,0.15,0.2503846153846154,0.28840916447617637,0.015,0.1423076923076923,0.21394032237626814,0.15,0.24807692307692308,0.28572741178639804,0.06,0.19230769230769232,0.30383295005390965,0.07500000000000001,0.11192307692307693,0.09711927638812928,0.15,0.30423076923076925,0.3730326857198771,0.06,0.18999999999999997,0.30138347665391346,0.15,0.30192307692307696,0.371246756007583,7.0,22.333333333333332,28.307831660749528,1.72,2.1566666666666667,1.1868585987106186,18.0,64.66666666666667,86.96167738339305,13.0,42.333333333333336,58.77357682950165,69.7,61.29999999999999,21.941057403871856,2.0,4.333333333333333,4.932882862316247,0.0,3.0,5.196152422706632,2.0,5.333333333333333,6.658328118479393,2.0,3.0,3.605551275463989,21.9,23.96666666666667,25.063984785610874,1.0,2.3333333333333335,3.214550253664318,1.0,2.0,2.6457513110645907,0.0,0.3333333333333333,0.5773502691896258,0.0,0.0,0.0,8.35,8.35,11.808683245815343,12.5,20.53846153846154,26.165979086181,3.5,6.653846153846154,9.256099859842948,30.5,30.618181818181814,20.14815686627998,0.955,1.5611538461538463,1.7293035058614248,0.25,0.5161538461538462,0.6146678903152624,0.065,0.06727272727272729,0.0788719165532271,0.25,0.248421052631579,0.25331717399985904,17.6,17.30909090909091,5.684725489951463,0.0,0.6923076923076923,1.6677944901990958,0.08,0.09181818181818181,0.057207755354735546,-0.1,-0.18846153846153843,1.0793801640115213,-0.1,-0.17307692307692304,1.0761255288516083,385.5,455.15384615384613,383.6922404540068,540.5,608.6153846153846,495.1546891162863,74.75,73.93461538461538,6.366973680340909,5953.0,8459.26923076923,8029.195449396869,1703.5,3185.346153846154,3668.223100546723,188.0,190.15384615384616,141.14437780023468,237.5,224.15384615384616,164.9578594205665,85.2,85.91153846153847,6.887979496083124,142.5,201.8846153846154,208.134250314181,172.5,237.92307692307693,230.48347846679565,81.0,81.71153846153847,10.55015931341615,25.5,53.30769230769231,65.07950167649977,56.5,113.38461538461539,141.7643331513472,47.1,49.30000000000001,13.626781229133558,0.95,1.2807692307692309,1.362062915072349,-0.05,-0.07307692307692307,0.9132612735937914,10.5,15.884615384615385,15.794497581314634,25.0,40.88461538461539,44.778858335671686,12.5,13.5,12.014158314255727,2.0,3.3846153846153846,4.214991559440403,463.0,537.6538461538462,450.76867169826187,42.5,68.8076923076923,80.64590218021954,6.5,16.076923076923077,23.65235392416252,1.0,1.8076923076923077,3.3943391789181083,2.5,3.5,4.188078318274385,14.0,27.03846153846154,34.54096787205682,4.0,29.46153846153846,56.96752111105469,0.0,9.0,21.6794833886788,0.0,7.346153846153846,18.523374007328812,0.0,0.34615384615384615,1.0561177090573832,0.0,0.15384615384615385,0.36794648440311994,1.5,2.1538461538461537,2.3612252360553443,16.5,13.76923076923077,10.354931935296117,30.0,36.38461538461539,31.94504897235492,2.37,2.528461538461538,1.5431284905870732,25.5,26.846153846153847,23.460080660888288,1.0,2.6923076923076925,5.041977633978403,1.0,2.3461538461538463,3.345950480115421,1.5,2.1538461538461537,2.4607691105393483,1.0,1.3076923076923077,1.6191165682366608,1.0,1.0384615384615385,1.1825656592602114,3.0,3.1923076923076925,2.623268659809449,0.2,0.22884615384615387,0.23171235483809527,2.0,2.3846153846153846,2.173971905557624,0.0,0.11538461538461539,0.4314554973040048,0.0,0.19230769230769232,0.4914656259988704,0.0,0.23076923076923078,0.7103628541917043,0.0,0.11538461538461539,0.32581259360842113,0.0,0.15384615384615385,0.36794648440311994,24.0,26.46153846153846,23.33106216052886,14.5,15.653846153846153,13.422197458515674,7.5,11.5,11.30751962191532,9.5,10.692307692307692,10.310263743548875,3.5,4.269230769230769,4.359428332317826,9.0,12.423076923076923,11.510597124122022,27.0,26.192307692307693,23.113665621478965,47.35,46.25454545454545,14.427114923699925,13.0,13.76923076923077,12.57396577793241,17.0,19.153846153846153,16.91317192650109,3.0,5.8076923076923075,7.985082245133013,12.5,13.346153846153847,11.88256641535761,7.5,13.615384615384615,16.545880268095555,33.5,40.07692307692308,38.455088689975035,22.0,31.115384615384617,35.292295956003684,0.0,0.6153846153846154,1.061203960675725,733.0,790.6923076923077,605.0243478889603,43.0,95.15384615384616,187.0237829384685,138.0,260.6923076923077,309.06319990976203,284.0,323.61538461538464,301.0451231191865,160.5,216.92307692307693,203.42898968965522,14.5,39.53846153846154,51.36164387496239,733.0,790.5769230769231,604.9694321584801,17.5,32.92307692307692,36.52169007800496,10.0,14.461538461538462,15.97054981954164,43.1,46.72608695652174,16.98861162370798,8.0,15.615384615384615,18.82780268236721,42.6,40.03913043478261,19.85723452160068,365.5,421.15384615384613,328.9577106325604,2314.5,2536.6923076923076,1977.683246007424,1162.0,1324.1153846153845,1107.103873244894,17.5,19.5,20.282504776284412,2.5,9.192307692307692,12.912069487945704,16.0,24.26923076923077,29.055199455254396,9.0,14.73076923076923,20.021104249881308,421.5,449.65384615384613,348.53705023227496,63.0,60.30769230769231,23.352548864343238,38.55,42.05384615384616,31.41478926581213,83.0,79.0,9.958246164193104,5.5,9.5,10.848963084092414,5.5,6.038461538461538,5.280005827502611,23.0,23.272727272727273,8.007031541873312,3.0,4.423076923076923,5.608372861521081,1.23,1.243846153846154,0.30633415641194073,19.0,22.807692307692307,16.923402094778062,28.5,28.153846153846153,19.350849713007037,-5.0,-5.346153846153846,7.364467707538991,-0.32999999999999996,-0.45730769230769225,0.8101039819297654,-0.019999999999999997,-0.07076923076923078,1.392927630788974,19.0,23.5,17.705592336886106,26.05,24.423076923076923,17.711404409415028,-0.55,-0.9192307692307691,4.45331510053077,-0.045,-0.09192307692307691,0.7539337861153019,0.005000000000000001,-0.051153846153846154,0.9160581943220723,0.0,0.0,0.0,16.0,19.384615384615383,16.14206163555801,12.5,14.307692307692308,12.514852714336612,1.0,2.1538461538461537,3.390484421935104,0.0,0.11538461538461539,0.32581259360842113,0.0,0.2692307692307692,0.533493565673837,0.0,0.038461538461538464,0.19611613513818402,72.0,76.96153846153847,66.14739950699847,15.0,22.192307692307693,23.901496573677946,21.0,25.653846153846153,29.3897156266505,42.1,45.767999999999994,21.677517539300176
